model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
OCDC__Size-640x640_Epoch-37_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,37,0.258117287786768,0.8805638699001734,2431548,62490665,8499347,306440,2024-10-12 22:48:05.238822,41639.561619758606,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,38,0.2634812358520798,0.8928247971307662,45999094,261189777,19752233,17122896,2024-10-12 23:07:00.861434,42775.18426322937,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,38,0.22797646623706289,0.8900592719184026,3282833,62339457,7648062,457648,2024-10-12 23:07:00.861465,42775.18426322937,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,39,0.24251251156312634,0.8984614635649192,47917685,261210560,18225915,16709840,2024-10-12 23:25:48.438471,43902.76130151749,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,39,0.2424398797557741,0.8847813585069444,2830101,62403059,8100794,394046,2024-10-12 23:25:48.438502,43902.76130151749,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,40,0.26040135329482533,0.8882110915411097,45570297,260031164,20161539,18301000,2024-10-12 23:44:39.130541,45033.4533700943,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,40,0.2580217072657736,0.8839807128906252,2533680,62640450,8397215,156655,2024-10-12 23:44:39.130572,45033.4533700943,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,41,0.25286560958933524,0.8950710042317698,46731252,261230458,19372770,16729520,2024-10-13 00:03:34.013825,46168.33665060997,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,41,0.21816915202523685,0.9079163004557292,4688294,62250559,6242601,546546,2024-10-13 00:03:34.013872,46168.33665060997,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-42_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,42,0.232567619939835,0.9060556204659611,48219314,263521807,17131655,15191224,2024-10-13 00:22:26.810646,47301.13347578049,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-42_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,42,0.2495864049495948,0.8902614339192709,3101181,62536014,7829714,261091,2024-10-13 00:22:26.810677,47301.13347578049,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-43_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,43,0.24424624948802548,0.9040432913643983,48058802,262989949,17791715,15223534,2024-10-13 00:41:19.997747,48434.32057714462,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-43_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,43,0.21338527553663073,0.9025466715494794,4101171,62441790,6829724,355315,2024-10-13 00:41:19.997778,48434.32057714462,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-44_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,44,0.23616148281850785,0.9062333141508571,47614433,264187826,18452612,13809129,2024-10-13 01:00:04.159032,49558.481860637665,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-44_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,44,0.24822006208705716,0.8865163845486111,2737416,62623664,8193479,173441,2024-10-13 01:00:04.159063,49558.481860637665,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-45_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,45,0.23779394171128626,0.9037641339983266,48164585,262788118,17784434,15326863,2024-10-13 01:18:55.583647,50689.90647816658,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-45_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,45,0.2783650066030936,0.8756026475694445,1867175,62689257,9063720,107848,2024-10-13 01:18:55.583677,50689.90647816658,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-46_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,46,0.253241122627653,0.8965618169875363,46695241,261779404,18770870,16818485,2024-10-13 01:37:40.087326,51814.41015601158,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-46_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,46,0.23790367529080766,0.8880445285373265,3179081,62294666,7751814,502439,2024-10-13 01:37:40.087357,51814.41015601158,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-47_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,47,0.24854036490644268,0.8991788155691964,47557283,261817777,18232055,16456885,2024-10-13 01:56:31.850341,52946.17317199707,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-47_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,47,0.246169050897394,0.8836230197482643,2764225,62383533,8166670,413572,2024-10-13 01:56:31.850371,52946.17317199707,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-48_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,48,0.2591433302313644,0.8903764328729544,47074368,259272109,19291978,18425545,2024-10-13 02:15:24.354178,54078.67700791359,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-48_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,48,0.28982608154830003,0.8686220431857637,1860027,62181739,9070868,615366,2024-10-13 02:15:24.354208,54078.67700791359,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-49_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,49,0.24519380896353618,0.8990465843563994,47752143,261577421,17803070,16931366,2024-10-13 02:34:17.801228,55212.124058008194,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-49_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,49,0.27565395757103234,0.8663125000000004,1190425,62681063,9740470,116042,2024-10-13 02:34:17.801260,55212.124058008194,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-50_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,50,0.23521542376020946,0.9046978905087435,47959468,263314507,17906935,14883090,2024-10-13 02:53:14.546551,56348.86938047409,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-50_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,50,0.2151711208157293,0.9085930718315971,4978742,62010008,5952153,787097,2024-10-13 02:53:14.546583,56348.86938047409,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,51,0.2192274734585226,0.9132741117931554,50319879,263904865,15171568,14667688,2024-10-13 03:12:11.530789,57485.85361790657,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-51_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,51,0.246339270318923,0.8789160291883679,2291223,62509498,8639672,287607,2024-10-13 03:12:11.530820,57485.85361790657,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,52,0.2256050263532892,0.908578991117932,50263775,262345547,15962046,15492632,2024-10-13 03:31:02.559727,58616.88255763054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-52_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,52,0.22556719224279126,0.9027821316189234,4911501,61648820,6019394,1148285,2024-10-13 03:31:02.559757,58616.88255763054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,53,0.2245145856501213,0.9125889660063256,50621740,263367270,14916057,15158933,2024-10-13 03:49:55.549493,59749.872322797775,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-53_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,53,0.24206041220329805,0.8952592095269095,3577144,62428527,7353751,368578,2024-10-13 03:49:55.549524,59749.872322797775,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,54,0.23405922258458478,0.9084898594447548,48133256,264445399,17223551,14261794,2024-10-13 04:08:48.647299,60882.97012877464,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-54_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,54,0.2434891913124981,0.8809922824435764,2382343,62571456,8548552,225649,2024-10-13 04:08:48.647328,60882.97012877464,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,55,0.22606373856539166,0.9091295340401795,49927538,262871206,15878599,15386657,2024-10-13 04:27:44.356517,62018.67934703827,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-55_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,55,0.2588091142423865,0.8822527398003471,2726235,62320495,8204660,476610,2024-10-13 04:27:44.356548,62018.67934703827,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,56,0.2173692301344653,0.9133648797898068,50217191,264038783,15585128,14222898,2024-10-13 04:46:37.508247,63151.83107876778,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-56_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,56,0.23801042179111392,0.8847897949218749,3399317,61834465,7531578,962640,2024-10-13 04:46:37.508301,63151.83107876778,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,57,0.21803359284122487,0.9119932541620159,50566828,263217219,15314665,14965288,2024-10-13 05:05:29.920285,64284.243111133575,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-57_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,57,0.2721718842118409,0.8650627034505209,1108336,62671007,9822559,126098,2024-10-13 05:05:29.920316,64284.243111133575,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,58,0.2176380584969939,0.9160890880766366,49703894,265489382,15775934,13094790,2024-10-13 05:24:20.759978,65415.08280777931,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-58_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,58,0.2564462486719195,0.8943018663194446,3549342,62385746,7381553,411359,2024-10-13 05:24:20.760009,65415.08280777931,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,59,0.22107932559274127,0.9086465628487723,49663463,262969108,16164743,15266686,2024-10-13 05:43:13.693372,66548.01620030403,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-59_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,59,0.22317619361048047,0.9011769748263887,3915396,62526580,7015499,270525,2024-10-13 05:43:13.693402,66548.01620030403,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-60_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,60,0.22051365323575392,0.911410906110491,50523327,263060355,15733767,14746551,2024-10-13 06:01:58.682615,67673.00544500351,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
